"SimFolder","Scenario","Procedure","Period","t1","t2","statistic","value"
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"medProbGt.3B0",0.7
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"Q1ProbGt.3B0",0.0475
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"Q2ProbGt.3B0",1
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"medProbGt.6B0",0.3
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"Q1ProbGt.6B0",0
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"Q2ProbGt.6B0",1
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"medProbGtLTA",0.5
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"Q1ProbGtLTA",0
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"Q2ProbGtLTA",1
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"medProbGtrefB",0.3
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"Q1ProbGtrefB",0
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"Q2ProbGtrefB",1
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"medPropClosure",0.25
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"Q1PropClosure",0
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"Q2PropClosure",0.85
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"minProbBtGt.3B0",0.5
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"medAvgDep",0.612068267576925
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q1AvgDep",0.191356613638712
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q2AvgDep",1.99150645838479
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"medFinalDep",0.417040519738773
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q1FinalDep",0.119156836647978
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q2FinalDep",2.23379766597767
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"medLowDep",0.273423209725007
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q1LowDep",0.0997564268821275
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q2LowDep",0.939127238646942
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"medAAV",25.6548796674063
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q1AAV",1.74198949962182
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q2AAV",72.0246053213963
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"medAvgCatch",22.7618487371924
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q1AvgCatch",7.6813685589441
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q2AvgCatch",29.6650582383698
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"medLowCatch",0.135460562374883
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q1LowCatch",0.134976556160089
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q2LowCatch",25.9804304572458
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"medHighCatch",30.0163517756306
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q1HighCatch",28.1590795505906
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q2HighCatch",30.074905492774
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"medAvgDiscard",-999
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q1AvgDiscard",-999
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q2AvgDiscard",-999
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"criticalP",0.253
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"cautiousP",0.213
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"healthyP",0.534
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"yearAtTargetProb",45
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"probAtTargetYear",0
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"targetAtYearProb",1
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"probGteDepMSY",0.811
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"probGteLimit",0.747
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"pObj1",0.989
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"pObj3",0.828
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"pHealthy",0.874
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"t1Trend",68
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"trendPeriod",10
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"avgExpSlope",-0.0555528963264802
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"trendDec",78
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"trendInc",22
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"obsPdecline",0.78
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"pDecline",0.359754674596479
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"pGTlrp",0.9
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"pGTtarg",0.25
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"t1AvgCatch",26.05589663674
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"t1AvgDep",0.828741618301486
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"pObj4",-999
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"medProbGt.75B0",0.25
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q1ProbGt.75B0",0
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q2ProbGt.75B0",1
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"medProbGt.3B0",0.9
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q1ProbGt.3B0",0.195
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q2ProbGt.3B0",1
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"medProbGt.6B0",0.4
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q1ProbGt.6B0",0
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q2ProbGt.6B0",1
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"medProbGtLTA",0.7
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q1ProbGtLTA",0
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q2ProbGtLTA",1
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"medProbGtrefB",0.5
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q1ProbGtrefB",0
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q2ProbGtrefB",1
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"medPropClosure",0.1
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q1PropClosure",0
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"Q2PropClosure",0.7
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Short",68,77,"minProbBtGt.3B0",0.63
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"medAvgDep",0.536209104735857
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q1AvgDep",0.176851742341787
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q2AvgDep",1.80486465220251
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"medFinalDep",0.303206544354479
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q1FinalDep",0.0813893400397008
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q2FinalDep",1.13329522497685
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"medLowDep",0.171304001352926
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q1LowDep",0.0752094984723289
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q2LowDep",0.785955671154945
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"medAAV",30.7740907339121
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q1AAV",1.56964458617398
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q2AAV",79.5959958747155
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"medAvgCatch",20.4540125058643
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q1AvgCatch",7.01177571222633
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q2AvgCatch",29.6245923554336
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"medLowCatch",0.135287159931951
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q1LowCatch",0.134838434973194
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q2LowCatch",20.1186282846494
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"medHighCatch",30.0193032262667
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q1HighCatch",29.5128953548616
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q2HighCatch",30.074905492774
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"medAvgDiscard",-999
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q1AvgDiscard",-999
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q2AvgDiscard",-999
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"criticalP",0.311333333333333
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"cautiousP",0.214666666666667
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"healthyP",0.474
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"yearAtTargetProb",45
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"probAtTargetYear",0
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"targetAtYearProb",1
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"probGteDepMSY",0.768
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"probGteLimit",0.688666666666667
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"pObj1",0.977333333333333
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"pObj3",0.780666666666667
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"pHealthy",0.846666666666667
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"t1Trend",68
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"trendPeriod",10
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"avgExpSlope",-0.0608559206653355
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"trendDec",89
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"trendInc",11
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"obsPdecline",0.89
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"pDecline",0.359754674596479
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"pGTlrp",0.8
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"pGTtarg",0.2
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"t1AvgCatch",26.05589663674
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"t1AvgDep",0.828741618301486
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"pObj4",-999
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"medProbGt.75B0",0.2
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q1ProbGt.75B0",0
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q2ProbGt.75B0",1
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"medProbGt.3B0",0.8
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q1ProbGt.3B0",0.133333333333333
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q2ProbGt.3B0",1
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"medProbGt.6B0",0.333333333333333
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q1ProbGt.6B0",0
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q2ProbGt.6B0",1
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"medProbGtLTA",0.6
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q1ProbGtLTA",0
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q2ProbGtLTA",1
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"medProbGtrefB",0.4
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q1ProbGtrefB",0
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q2ProbGtrefB",1
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"medPropClosure",0.133333333333333
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q1PropClosure",0
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"Q2PropClosure",0.67
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Med",68,82,"minProbBtGt.3B0",0.5
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"medAvgDep",0.465635559333029
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q1AvgDep",0.178538431663044
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q2AvgDep",1.50869109958004
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"medFinalDep",0.260826762064875
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q1FinalDep",0.111226227596485
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q2FinalDep",0.916932698119673
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"medLowDep",0.140627315740725
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q1LowDep",0.0571837584322233
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q2LowDep",0.549590374585312
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"medAAV",34.4797671357305
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q1AAV",2.18649848673179
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q2AAV",82.270157791944
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"medAvgCatch",18.1909984584121
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q1AvgCatch",5.54145215350127
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q2AvgCatch",29.5635291161231
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"medLowCatch",0.135183150284656
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q1LowCatch",0.113868802428637
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q2LowCatch",9.58484935052981
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"medHighCatch",30.0193032262667
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q1HighCatch",29.692718169464
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q2HighCatch",30.074905492774
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"medAvgDiscard",-999
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q1AvgDiscard",-999
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q2AvgDiscard",-999
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"criticalP",0.361
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"cautiousP",0.2225
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"healthyP",0.4165
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"yearAtTargetProb",45
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"probAtTargetYear",0
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"targetAtYearProb",1
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"probGteDepMSY",0.7205
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"probGteLimit",0.639
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"pObj1",0.9675
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"pObj3",0.7305
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"pHealthy",0.814
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"t1Trend",68
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"trendPeriod",10
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"avgExpSlope",-0.0518682608772775
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"trendDec",94
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"trendInc",6
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"obsPdecline",0.94
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"pDecline",0.359754674596479
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"pGTlrp",0.7
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"pGTtarg",0.15
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"t1AvgCatch",26.05589663674
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"t1AvgDep",0.828741618301486
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"pObj4",-999
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"medProbGt.75B0",0.15
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q1ProbGt.75B0",0
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q2ProbGt.75B0",0.9525
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"medProbGt.3B0",0.7
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q1ProbGt.3B0",0.1475
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q2ProbGt.3B0",1
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"medProbGt.6B0",0.25
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q1ProbGt.6B0",0
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q2ProbGt.6B0",1
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"medProbGtLTA",0.5
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q1ProbGtLTA",0
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q2ProbGtLTA",1
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"medProbGtrefB",0.35
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q1ProbGtrefB",0
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q2ProbGtrefB",1
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"medPropClosure",0.25
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q1PropClosure",0
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"Q2PropClosure",0.7
"sim0506201810534815","SOG_DIM","minE.5B0_HR.2_cap30","Long",68,87,"minProbBtGt.3B0",0.45
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"medAvgDep",0.565543019419639
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q1AvgDep",0.144447205431659
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q2AvgDep",2.11252144238485
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"medFinalDep",0.358832558953567
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q1FinalDep",0.0720559877514548
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q2FinalDep",1.48465115270453
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"medLowDep",0.233080061364747
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q1LowDep",0.0721618763316053
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q2LowDep",0.668874391311897
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"medAAV",37.3443872977219
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q1AAV",19.0699285816561
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q2AAV",74.1549085551276
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"medAvgCatch",26.7583385876547
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q1AvgCatch",9.84222149160958
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q2AvgCatch",57.634095300476
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"medLowCatch",0.135427242067703
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q1LowCatch",0.132056878067859
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q2LowCatch",25.8980423563568
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"medHighCatch",48.0157070362328
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q1HighCatch",28.4094289454359
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q2HighCatch",89.5953944668731
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"medAvgDiscard",-999
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q1AvgDiscard",-999
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q2AvgDiscard",-999
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"criticalP",0.247
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"cautiousP",0.236
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"healthyP",0.517
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"yearAtTargetProb",45
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"probAtTargetYear",0
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"targetAtYearProb",1
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"probGteDepMSY",0.813
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"probGteLimit",0.753
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"pObj1",0.948
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"pObj3",0.804
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"pHealthy",0.857
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"t1Trend",68
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"trendPeriod",10
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"avgExpSlope",-0.0927255595503695
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"trendDec",87
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"trendInc",13
