"SimFolder","Scenario","Procedure","Period","t1","t2","statistic","value"
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"obsPdecline",0.87
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"pDecline",0.40122713131616
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"pGTlrp",0.9
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"pGTtarg",0.3
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"t1AvgCatch",25.9941585252729
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"t1AvgDep",0.858955870503987
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"pObj4",-999
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"medProbGt.75B0",0.3
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q1ProbGt.75B0",0
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q2ProbGt.75B0",1
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"medProbGt.3B0",0.9
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q1ProbGt.3B0",0.1
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q2ProbGt.3B0",1
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"medProbGt.6B0",0.4
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q1ProbGt.6B0",0
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q2ProbGt.6B0",1
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"medProbGtLTA",0.7
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q1ProbGtLTA",0
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q2ProbGtLTA",1
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"medProbGtrefB",0.4
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q1ProbGtrefB",0
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q2ProbGtrefB",1
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"medPropClosure",0.1
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q1PropClosure",0
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"Q2PropClosure",0.7
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Short",68,77,"minProbBtGt.3B0",0.61
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"medAvgDep",0.48366246333984
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q1AvgDep",0.169408269029757
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q2AvgDep",1.87008542542679
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"medFinalDep",0.305965449032121
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q1FinalDep",0.0437263712159599
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q2FinalDep",1.49903475252351
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"medLowDep",0.175982019007754
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q1LowDep",0.025825629806717
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q2LowDep",0.460217567489932
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"medAAV",41.1959650386916
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q1AAV",22.7063708443617
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q2AAV",77.8623854348411
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"medAvgCatch",24.0629739522552
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q1AvgCatch",7.24934588263263
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q2AvgCatch",47.0065802281039
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"medLowCatch",0.135289557861118
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q1LowCatch",0.0912240325521102
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q2LowCatch",20.532679088915
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"medHighCatch",51.6250707906363
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q1HighCatch",30.2109772880101
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q2HighCatch",93.2763195791563
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"medAvgDiscard",-999
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q1AvgDiscard",-999
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q2AvgDiscard",-999
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"criticalP",0.322666666666667
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"cautiousP",0.244
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"healthyP",0.433333333333333
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"yearAtTargetProb",45
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"probAtTargetYear",0
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"targetAtYearProb",1
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"probGteDepMSY",0.759333333333333
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"probGteLimit",0.677333333333333
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"pObj1",0.934666666666667
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"pObj3",0.752666666666667
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"pHealthy",0.819333333333333
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"t1Trend",68
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"trendPeriod",10
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"avgExpSlope",-0.0715562175441198
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"trendDec",90
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"trendInc",10
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"obsPdecline",0.9
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"pDecline",0.40122713131616
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"pGTlrp",0.733333333333333
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"pGTtarg",0.2
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"t1AvgCatch",25.9941585252729
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"t1AvgDep",0.858955870503987
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"pObj4",-999
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"medProbGt.75B0",0.2
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q1ProbGt.75B0",0
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q2ProbGt.75B0",1
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"medProbGt.3B0",0.733333333333333
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q1ProbGt.3B0",0.0666666666666667
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q2ProbGt.3B0",1
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"medProbGt.6B0",0.333333333333333
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q1ProbGt.6B0",0
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q2ProbGt.6B0",1
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"medProbGtLTA",0.566666666666667
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q1ProbGtLTA",0
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q2ProbGtLTA",1
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"medProbGtrefB",0.333333333333333
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q1ProbGtrefB",0
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q2ProbGtrefB",1
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"medPropClosure",0.2
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q1PropClosure",0
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"Q2PropClosure",0.736666666666666
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Med",68,82,"minProbBtGt.3B0",0.49
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"medAvgDep",0.464309931741668
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q1AvgDep",0.170409360551344
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q2AvgDep",1.49210854118079
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"medFinalDep",0.274889203940958
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q1FinalDep",0.0393623497085297
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q2FinalDep",0.817834556952651
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"medLowDep",0.131092901530204
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q1LowDep",0.0220200057356154
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q2LowDep",0.275394716297832
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"medAAV",46.6015879225573
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q1AAV",25.0591691053378
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q2AAV",80.8610237988196
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"medAvgCatch",21.0522571881037
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q1AvgCatch",5.47080143336387
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q2AvgCatch",48.6975215185058
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"medLowCatch",0.135177242838578
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q1LowCatch",0.0634199377875812
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q2LowCatch",3.4431881594404
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"medHighCatch",52.0996187036287
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q1HighCatch",30.2845361176196
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q2HighCatch",102.172742124341
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"medAvgDiscard",-999
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q1AvgDiscard",-999
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q2AvgDiscard",-999
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"criticalP",0.376
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"cautiousP",0.254
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"healthyP",0.37
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"yearAtTargetProb",45
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"probAtTargetYear",0
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"targetAtYearProb",1
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"probGteDepMSY",0.7185
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"probGteLimit",0.624
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"pObj1",0.9245
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"pObj3",0.7185
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"pHealthy",0.7915
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"t1Trend",68
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"trendPeriod",10
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"avgExpSlope",-0.0636072704444546
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"trendDec",97
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"trendInc",3
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"obsPdecline",0.97
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"pDecline",0.40122713131616
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"pGTlrp",0.675
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"pGTtarg",0.15
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"t1AvgCatch",25.9941585252729
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"t1AvgDep",0.858955870503987
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"pObj4",-999
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"medProbGt.75B0",0.15
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q1ProbGt.75B0",0
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q2ProbGt.75B0",0.7525
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"medProbGt.3B0",0.675
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q1ProbGt.3B0",0.05
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q2ProbGt.3B0",1
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"medProbGt.6B0",0.275
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q1ProbGt.6B0",0
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q2ProbGt.6B0",0.85
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"medProbGtLTA",0.5
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q1ProbGtLTA",0
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q2ProbGtLTA",0.95
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"medProbGtrefB",0.3
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q1ProbGtrefB",0
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q2ProbGtrefB",0.85
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"medPropClosure",0.25
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q1PropClosure",0
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"Q2PropClosure",0.75
"sim050620181055024","SOG_DDM","minE.5B0_HR.2","Long",68,87,"minProbBtGt.3B0",0.42
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"medAvgDep",0.667505730984302
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q1AvgDep",0.190060365692942
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q2AvgDep",1.59391815050168
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"medFinalDep",0.488632037657425
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q1FinalDep",0.0884754197065875
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q2FinalDep",1.75154073101138
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"medLowDep",0.326211150951386
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q1LowDep",0.0624086827713999
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q2LowDep",0.790604881167717
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"medAAV",39.032765474707
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q1AAV",18.5162066374472
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q2AAV",76.239244916348
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"medAvgCatch",27.9929344733098
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q1AvgCatch",8.69910638792566
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q2AvgCatch",55.5107851208356
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"medLowCatch",0.135442560389859
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q1LowCatch",0.130418615021002
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q2LowCatch",25.4945111427702
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"medHighCatch",47.5688262642969
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q1HighCatch",29.8449080832123
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q2HighCatch",87.0623199841939
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"medAvgDiscard",-999
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q1AvgDiscard",-999
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q2AvgDiscard",-999
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"criticalP",0.242
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"cautiousP",0.179
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"healthyP",0.579
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"yearAtTargetProb",45
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"probAtTargetYear",0
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"targetAtYearProb",1
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"probGteDepMSY",0.82
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"probGteLimit",0.758
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"pObj1",0.942
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"pObj3",0.822
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"pHealthy",0.867
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"t1Trend",68
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"trendPeriod",10
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"avgExpSlope",-0.0749496671504076
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"trendDec",82
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"trendInc",18
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"obsPdecline",0.82
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"pDecline",0.414664805894622
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"pGTlrp",1
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"pGTtarg",0.3
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"t1AvgCatch",25.9585211261791
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"t1AvgDep",0.912894713062056
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"pObj4",-999
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"medProbGt.75B0",0.3
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q1ProbGt.75B0",0
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q2ProbGt.75B0",1
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"medProbGt.3B0",1
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q1ProbGt.3B0",0.2
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q2ProbGt.3B0",1
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"medProbGt.6B0",0.5
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q1ProbGt.6B0",0
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q2ProbGt.6B0",1
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"medProbGtLTA",0.8
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q1ProbGtLTA",0.1
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q2ProbGtLTA",1
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"medProbGtrefB",0.45
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q1ProbGtrefB",0
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q2ProbGtrefB",1
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"medPropClosure",0.1
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q1PropClosure",0
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"Q2PropClosure",0.7
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Short",68,77,"minProbBtGt.3B0",0.65
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"medAvgDep",0.549943137107382
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"Q1AvgDep",0.188225885948607
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"Q2AvgDep",1.39280991501015
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"medFinalDep",0.30083771788059
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"Q1FinalDep",0.0854032038322168
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"Q2FinalDep",1.03415111930372
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"medLowDep",0.155241698241219
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"Q1LowDep",0.0392916788915125
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"Q2LowDep",0.484324535614718
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"medAAV",40.5451925878387
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"Q1AAV",21.4024022458904
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"Q2AAV",79.4116636698297
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"medAvgCatch",25.007121476453
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"Q1AvgCatch",8.69673529190239
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"Q2AvgCatch",54.5346399457877
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"medLowCatch",0.135290165500072
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"Q1LowCatch",0.117986592043837
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"Q2LowCatch",20.9511812480995
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"medHighCatch",50.8111168482682
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"Q1HighCatch",31.9148873880081
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"Q2HighCatch",87.0623199841939
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"medAvgDiscard",-999
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"Q1AvgDiscard",-999
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"Q2AvgDiscard",-999
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"criticalP",0.314
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"cautiousP",0.198666666666667
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"healthyP",0.487333333333333
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"yearAtTargetProb",45
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"probAtTargetYear",0
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"targetAtYearProb",1
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"probGteDepMSY",0.766666666666667
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"probGteLimit",0.686
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"pObj1",0.938
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"pObj3",0.766666666666667
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"pHealthy",0.83
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"t1Trend",68
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"trendPeriod",10
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"avgExpSlope",-0.0779889155683005
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"trendDec",96
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"trendInc",4
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"obsPdecline",0.96
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"pDecline",0.414664805894622
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"pGTlrp",0.8
"sim0506201810551214","SOG_DIM","minE.5B0_HR.2","Med",68,82,"pGTtarg",0.266666666666667
